Original name of the product,Product category,amount,unit price,currency,price including taxes,tax rate (%),country,date,source,tender ref,note,description_EN,unit_price_eur,spent
luvas Vinil small,MEDICAL GLOVES,2000.0,0.03,EUR,no,,Portugal,2020-05-22,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6605552,,Vinyl gloves small,0.03,60.0
mopas descartáveis,,4500.0,0.3,EUR,no,,Portugal,2020-05-25,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6617962,disposable mopheads,disposable mops,0.3,1350.0
máscaras FFPP2 CE,FFP2,6900.0,2.86,EUR,no,,Portugal,2020-05-25,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6618396,,máscaras FFPP2 CE,2.86,19734.0
máscaras cleanroom,SURGICAL MASK,400.0,7.5,EUR,no,,Portugal,2020-05-25,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6618605,,cleanroom masks,7.5,3000.0
Máscaras,MASK (UNSPECIFIED),50.0,0.6604,EUR,no,,Portugal,2020-05-25,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6621104,,More expensive,0.6604,33.019999999999996
Dispensadores manuais de fixar à parede,,24.0,13.9,EUR,no,,Portugal,2020-05-26,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6622926,dispenser,Manual wall-mounted dispensers,13.9,333.6
"Baldes do lixo de 60 l, com tampa e pedal",,2.0,77.4,EUR,no,,Portugal,2020-05-26,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6623019,rubbish bins,60 l trash cans with lid and pedal,77.4,154.8
postes separadores de fita de cor preta extensível e retráctil,OTHER: NON MEDICAL,90.0,26.95,EUR,no,,Portugal,2020-05-26,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6623040,,Extendable and retractable black ribbon separator posts,26.95,2425.5
"Fornecimento e Instalação de 10 pinos junto aos contentores da UDIP,",OTHER: NON MEDICAL,10.0,180.0,EUR,no,,Portugal,2020-05-26,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6623793,,"Supply and Installation of 10 pins next to the UDIP containers,",180.0,1800.0
Luvas Descartáveis de Nitrilo tamonhos L e M,MEDICAL GLOVES,3900.0,0.106,EUR,no,,Portugal,2020-05-26,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6624174,,Disposable Nitrile Gloves size L and M,0.106,413.4
Luvas de Nitrilo tamanhos M e L,MEDICAL GLOVES,10000.0,0.105,EUR,no,,Portugal,2020-05-26,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6624187,,Nitrile Gloves sizes M and L,0.105,1050.0
Aventais Descartáveis,APRON,5000.0,0.22,EUR,no,,Portugal,2020-05-26,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6624193,,Disposable Aprons,0.22,1100.0
Máscara Cirúrgica,SURGICAL MASK,30000.0,0.6325,EUR,no,,Portugal,2020-05-19,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6579004,,Surgical Mask,0.6325,18975.0
Máscara Cirúrgica,SURGICAL MASK,1000.0,0.58,EUR,no,,Portugal,2020-05-20,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6586723,,Surgical Mask,0.58,580.0
Máscaras,MASK (UNSPECIFIED),9600.0,1.115,EUR,no,,Portugal,2020-05-25,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6618728,,More expensive,1.115,10704.0
baldes de 50 lt. com pedal,,10.0,67.38,EUR,no,,Portugal,2020-05-26,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6625041,cleaning buckets,50 lt buckets. with pedal,67.38,673.8
Máscaras Cirúrgicas,SURGICAL MASK,10000.0,0.7,EUR,no,,Portugal,2020-05-26,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6626081,,Surgical Masks,0.7,7000.0
Máscaras Cirúrgicas,SURGICAL MASK,5000.0,1.0,EUR,no,,Portugal,2020-05-27,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6627647,,Surgical Masks,1.0,5000.0
Máscaras de Proteção FFP2,FFP2,200.0,7.5,EUR,no,,Portugal,2020-05-27,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6627707,,FFP2 Protection Masks,7.5,1500.0
Termometros infravermelhos,INFRARED THERMOMETER,5.0,46.0,EUR,no,,Portugal,2020-05-27,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6629012,,Infrared thermometers,46.0,230.0
Equipamentos de Desinfeção Modelo 50 A - 03 Waves,,2.0,550.0,EUR,no,,Portugal,2020-05-27,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6630386,disinfecting machine,Disinfection Equipment Model 50 A - 03 Waves,550.0,1100.0
máscaras reutilizáveis certificadas,MASK (FOR GENERAL POPULATION USE),4000.0,2.8,EUR,no,,Portugal,2020-05-27,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6630853,,certified reusable masks,2.8,11200.0
FILTRO HEPA P/VENTILADOR HAMILTON,VENTILATOR'S COMPONENTS,1.0,804.5,EUR,no,,Portugal,2020-05-28,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6632624,,HEPA FILTER FOR HAMILTON FAN,804.5,804.5
contentores de 20 lt com pedal,,20.0,3.25,EUR,no,,Portugal,2020-05-28,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6633275,,20 lt containers with pedal,3.25,65.0
"desengordurante desinfetante, germicida, virucida e fungicida para limpeza de viaturas - 1L",DISINFECTANTS,300.0,,EUR,no,,Portugal,2020-05-28,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6634539,,"disinfectant, germicidal, virucide and fungicide degreaser for vehicle cleaning - 1L",,
Tubos de conexão das Tec. ORL,OTHER: NON MEDICAL,6.0,26.5,EUR,no,,Portugal,2020-05-28,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6634691,,Tec connection tubes. ENT,26.5,159.0
Reguladores de Baixo Vacuo c Grife,OTHER MEDICAL EQUIPMENT,6.0,224.0,EUR,no,,Portugal,2020-05-28,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6634821,,Low Vacuum Regulators with Brand,224.0,1344.0
Contentores rodados 240 Lts,OTHER: NON MEDICAL,100.0,1950.5,EUR,no,,Portugal,2020-05-28,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6635039,,240 Lts wheeled containers,1950.5,195050.0
Entrega pelos CTT  9000 flyers no dia 18 de março,OTHER: NON MEDICAL,9000.0,0.02965,EUR,no,,Portugal,2020-05-28,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6635165,,Delivery by CTT 9000 flyers on March 18th,0.02965,266.84999999999997
Ventilador,VENTILATOR,200.0,17191.7108,EUR,no,,Portugal,2020-05-28,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6635671,,Fan,17191.7108,3438342.16
Ventilador,VENTILATOR,300.0,17191.7108,EUR,no,,Portugal,2020-05-28,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6635689,,Fan,17191.7108,5157513.24
termómetros IV,INFRARED THERMOMETER,2.0,63.25,EUR,no,,Portugal,2020-05-28,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6635736,,IV thermometers,63.25,126.5
Ventilador,VENTILATOR,30.0,21998.74033,EUR,no,,Portugal,2020-05-28,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6635823,,Fan,21998.74033,659962.2099
Bombas de seringa infusora,OTHER MEDICAL EQUIPMENT,6000.0,376.8062917,EUR,no,,Portugal,2020-05-28,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6635863,,Infusion syringe pumps,376.8062917,2260837.7501999997
bombas de seringa infusora,OTHER MEDICAL EQUIPMENT,1000.0,476.45225999999997,EUR,no,,Portugal,2020-05-28,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6635874,,infusion syringe pumps,476.45225999999997,476452.25999999995
impressoras wifi e respetivos consumíveis para instalação no Hospital do Pavilhão Rosa Mota,OTHER: NON MEDICAL,2.0,462.5,EUR,no,,Portugal,2020-05-29,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6636126,,wifi printers and respective consumables for installation at Hospital do Pavilhão Rosa Mota,462.5,925.0
 Budesonida 200 µg/dose Susp pressu inal Recip pressu,MEDICINES AND OTHER PILLS,200.0,65.25,EUR,no,,Portugal,2020-05-29,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6636725,,Budesonide 200 µg / dose Susp inal Recip pressure,65.25,13050.0
Máscaras sociais para os trabalhadores do IMT,MASK (FOR GENERAL POPULATION USE),200.0,21.738000000000003,EUR,no,,Portugal,2020-05-29,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6637270,,Social masks for IMT workers,21.738000000000003,4347.6
Transporte de Mercadorias do Aeroporto para o Armazém Central da ULSNA,TRANSPORTATION,1.0,10.26,EUR,no,,Portugal,2020-05-29,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6638584,,Transport of Goods from the Airport to the ULSNA Central Warehouse,10.26,10.26
Baias para vedar espaços publicos,OTHER: NON MEDICAL,2000.0,18.144000000000002,EUR,no,,Portugal,2020-06-02,http://www.base.gov.pt/Base/pt/Pesquisa/Contrato?a=6658283,6658283,,Bays for sealing public spaces,18.144000000000002,36288.00000000001
Máscaras de alta filtração P2M S/ VALV,FFP2,147840.0,1.24,EUR,no,,Portugal,2020-06-03,http://www.base.gov.pt/Base/pt/Pesquisa/Contrato?a=6654930,6654930,,High filtration masks P2M S / VALV,1.24,183321.6
Sistemas Deteção Temperatura por Câmara,OTHER MEDICAL EQUIPMENT,2.0,10000.0,EUR,no,,Portugal,2020-06-05,http://www.base.gov.pt/Base/pt/Pesquisa/Contrato?a=6664475,6664475,,Chamber Temperature Detection Systems,10000.0,20000.0
Equipamento para reações de PCR para deteção de SARS-COV-2,OTHER MEDICAL EQUIPMENT,1.0,63700.0,EUR,no,,Portugal,2020-06-03,http://www.base.gov.pt/Base/pt/Pesquisa/Contrato?a=6664295,6664295,,PCR reaction equipment for SARS-COV-2 detection,63700.0,63700.0
Contentores,FIELD HOSPITAL TENTS & OTHER EMERGENCY MATERIAL,8.0,2869.47,EUR,no,,Portugal,2020-06-05,http://www.base.gov.pt/Base/pt/Pesquisa/Contrato?a=6666282,6666282,,Containers,2869.47,22955.76
Máscaras cirúrgicas,SURGICAL MASK,20000.0,0.65,EUR,no,,Portugal,2020-06-04,http://www.base.gov.pt/Base/pt/Pesquisa/Contrato?a=6660237,6660237,,Surgical masks,0.65,13000.0
"Esterilizador de vapor de máscaras cirúrgicas, marca Matachana, modelo 1008 E-2",OTHER MEDICAL EQUIPMENT,2.0,66419.64,EUR,no,,Portugal,2020-06-08,http://www.base.gov.pt/Base/pt/Pesquisa/Contrato?a=6671909,6671909,,"Steam mask of surgical masks, brand Matachana, model 1008 E-2",66419.64,132839.28
Máscaras comunitárias,MASK (FOR GENERAL POPULATION USE),17000.0,1.15,EUR,no,,Portugal,2020-06-05,http://www.base.gov.pt/Base/pt/Pesquisa/Contrato?a=6661690,6661690,,Community masks,1.15,19550.0
Máscaras comunitárias nível III,MASK (FOR GENERAL POPULATION USE),60000.0,0.35,EUR,no,,Portugal,2020-06-08,http://www.base.gov.pt/Base/pt/Pesquisa/Contrato?a=6670208,6670208,,Level III community masks,0.35,21000.0
Ventiladores,VENTILATOR,7.0,19500.0,EUR,no,,Portugal,2020-06-02,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6645009,,Fans,19500.0,136500.0
Ventiladores Não Invasivos,VENTILATOR,21.0,14013.0,EUR,no,,Portugal,2020-06-02,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6645001,,Non-Invasive Fans,14013.0,294273.0
Máscara cirúrgica c/elástico,SURGICAL MASK,99500.0,0.785,EUR,no,,Portugal,2020-06-07,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6664287,,Surgical mask with elastic,0.785,78107.5
Ventiladores mecânicos invasivos,VENTILATOR,10.0,10000.0,EUR,no,,Portugal,2020-06-07,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6664303,,Invasive mechanical fans,10000.0,100000.0
Pás Carregadoras de Rastos Usadas,OTHER: NON MEDICAL,2.0,39250.0,EUR,no,,Portugal,2020-05-27,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6627352,,Used Track Loaders,39250.0,78500.0
Equipamentos de infusão – Bombas Infusoras Space,OTHER MEDICAL EQUIPMENT,50.0,1000.0,EUR,no,,Portugal,2020-06-02,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6647248,,Infusion Equipment - Space Infusion Pumps,1000.0,50000.0
Portáteis,OTHER: NON MEDICAL,70.0,981.607,EUR,no,,Portugal,2020-06-02,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6648074,,Notebooks,981.607,68712.48999999999
Webcam,OTHER: NON MEDICAL,1000.0,35.0,EUR,no,,Portugal,2020-06-04,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6655989,,Webcam,35.0,35000.0
Toalhetes desinfectantes,DISINFECTING WIPES,200.0,4.939,EUR,no,,Portugal,2020-06-04,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6656037,,Disinfectant wipes,4.939,987.8
Ventiladores trillogy EVO,VENTILATOR,4.0,5960.0,EUR,no,,Portugal,2020-06-04,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6656437,,EVO trillogy fans,5960.0,23840.0
Camas,HOSPITAL BEDS,30.0,1286.98,EUR,no,,Portugal,2020-06-04,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6656822,,Beds,1286.98,38609.4
Ecógrafo,OTHER MEDICAL EQUIPMENT,2.0,17250.0,EUR,no,,Portugal,2020-06-05,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6658846,,Ultrasound,17250.0,34500.0
Máscaras sociais reutilizáveis,MASK (FOR GENERAL POPULATION USE),1000.0,5.0,EUR,no,,Portugal,2020-06-04,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6657353,,Reusable social masks,5.0,5000.0
Máscaras sociais reutilizáveis,MASK (FOR GENERAL POPULATION USE),1500.0,3.6660000000000004,EUR,no,,Portugal,2020-06-04,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6657490,,Reusable social masks,3.6660000000000004,5499.000000000001
Camas elétricas,HOSPITAL BEDS,13.0,1776.9229999999998,EUR,no,,Portugal,2020-06-04,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6658420,,Electric beds,1776.9229999999998,23099.998999999996
Aparelho RX portátil digital,OTHER MEDICAL EQUIPMENT,1.0,66000.0,EUR,no,,Portugal,2020-06-04,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6658432,,Portable digital RX device,66000.0,66000.0
Torniquetes virtuais,OTHER: NON MEDICAL,12.0,4500.0,EUR,no,,Portugal,2020-06-05,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6661138,,Virtual turnstiles,4500.0,54000.0
Câmara de deteção de temperatura com alarme,OTHER MEDICAL EQUIPMENT,1.0,6708.31,EUR,no,,Portugal,2020-06-01,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6641518,,Temperature detection chamber with alarm,6708.31,6708.31
Óculos para proteção facial,GOGGLES,1000.0,3.2,EUR,no,,Portugal,2020-06-01,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6641701,,Glasses for face protection,3.2,3200.0
Discos SSD para reparação e manutenção de computadores,OTHER: NON MEDICAL,36.0,30.595,EUR,no,,Portugal,2020-06-01,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6641986,,SSD disks for computer repair and maintenance,30.595,1101.42
Cartões de identificação/acesso para colaboradores,OTHER: NON MEDICAL,500.0,5.636,EUR,no,,Portugal,2020-06-01,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6642099,,Identification / access cards for employees,5.636,2818.0
Cogulas de Proteção Individual,,209.0,1.65,EUR,no,,Portugal,2020-06-01,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6642336,,Individual Protection Cogulas,1.65,344.84999999999997
Bidões de 5L Mikrobac,OTHER: NON MEDICAL,45.0,31.27,EUR,no,,Portugal,2020-06-01,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6642441,,5L Mikrobac bins,31.27,1407.15
Máscaras Cirúrgicas,SURGICAL MASK,6000.0,0.9,EUR,no,,Portugal,2020-06-01,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6642468,,Surgical Masks,0.9,5400.0
Toalhetes de Desinfeção de Equipamentos,DISINFECTING WIPES,100000.0,0.0405,EUR,no,,Portugal,2020-06-01,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6642498,,Equipment Disinfection Wipes,0.0405,4050.0
Toucas c/ Cobertura de Pescoço,,2000.0,0.225,EUR,no,,Portugal,2020-06-01,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6642531,,Caps with Neck Cover,0.225,450.0
Aventais Plásticos,APRON,20000.0,0.059000000000000004,EUR,no,,Portugal,2020-06-01,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6642869,,Plastic Aprons,0.059000000000000004,1180.0
"Meia Bata Senhora cintada resistente a lavagem - Cor Azul Tam-M, L, XL e XXL",DISPOSABLE COVERALL,32.0,20.96,EUR,no,,Portugal,2020-06-01,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6642948,,"Wash-resistant belted ladies smock - Blue Color Tam-M, L, XL and XXL",20.96,670.72
Sacos de Cadáver Biodegradáveis Impermeáveis,OTHER MEDICAL EQUIPMENT,150.0,8.5,EUR,no,,Portugal,2020-06-01,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6642976,,Waterproof Biodegradable Corpse Bags,8.5,1275.0
Termómetros IV,INFRARED THERMOMETER,20.0,20.0,EUR,no,,Portugal,2020-06-01,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6642990,,IV thermometers,20.0,400.0
Testes covid-19,COVID19 TEST,65.0,15.0,EUR,no,,Portugal,2020-06-01,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6643050,,Tests covid-19,15.0,975.0
Videolaringoscópios Descartáveis,OTHER MEDICAL EQUIPMENT,32.0,80.0,EUR,no,,Portugal,2020-06-01,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6643079,,Disposable Video Laryngoscopes,80.0,2560.0
Malas de Anestesia,OTHER MEDICAL EQUIPMENT,2.0,26.7,EUR,no,,Portugal,2020-06-01,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6643128,,Bad Anesthesia,26.7,53.4
Biombos 200x160cm MDF Laminado RH Branco com rodas e estrutura pintada a branco,OTHER: NON MEDICAL,15.0,308.0,EUR,no,,Portugal,2020-06-01,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6643245,,200x160cm MDF RH White Laminated screens with wheels and structure painted in white,308.0,4620.0
Mopas SWEP SANITECH SINGLE VILEDA 50CM,OTHER: NON MEDICAL,120.0,11.0,EUR,no,,Portugal,2020-06-01,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6643320,,Mopas SWEP SANITECH SINGLE VILEDA 50CM,11.0,1320.0
Saídas duplas de oxigénio para ventiladores,VENTILATOR'S COMPONENTS,50.0,59.0,EUR,no,,Portugal,2020-06-01,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6643535,,Dual oxygen outlets for fans,59.0,2950.0
Fato Protecção - HICARE,DISPOSABLE COVERALL,70.0,9.456,EUR,no,,Portugal,2020-06-01,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6643540,,Protection Suit - HICARE,9.456,661.92
Sacos para cadáver,OTHER MEDICAL EQUIPMENT,500.0,6.5,EUR,no,,Portugal,2020-06-01,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6643643,,Corpse bags,6.5,3250.0
Sacos para cadáver,OTHER MEDICAL EQUIPMENT,60.0,3.5,EUR,no,,Portugal,2020-06-01,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6643658,,Corpse bags,3.5,210.0
Válvulas expiratórias para ventiladores Drager Evita XL (SR141765),VENTILATOR'S COMPONENTS,10.0,650.0,EUR,no,,Portugal,2020-06-01,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6643695,,Exhaust Valves for Drager Evita XL Fans (SR141765),650.0,6500.0
Frascos de 500ml c/ doseadores,OTHER MEDICAL EQUIPMENT,90.0,0.56,EUR,no,,Portugal,2020-06-01,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6643735,,500ml bottles with dosers,0.56,50.400000000000006
Caixas de luvas de latex,MEDICAL GLOVES,25.0,5.202999999999999,EUR,no,,Portugal,2020-06-01,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6643758,,Latex glove boxes,5.202999999999999,130.075
Placa informativa em vinil,OTHER: NON MEDICAL,1.0,20.0,EUR,no,,Portugal,2020-06-01,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6643772,,Vinyl information sign,20.0,20.0
Frascos de álcool a 70 graus,DISINFECTANTS,45.0,1.423,EUR,no,,Portugal,2020-06-01,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6643816,,Alcohol flasks at 70 degrees,1.423,64.035
Pijamas,HOSPITAL CLOTHING,2500.0,7.34,EUR,no,,Portugal,2020-06-01,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6643857,,Pajamas,7.34,18350.0
Termómetros esofágicos,OTHER MEDICAL EQUIPMENT,15.0,191.0,EUR,no,,Portugal,2020-06-01,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6643902,,Esophageal thermometers,191.0,2865.0
Testes de pneumologia,OTHER MEDICAL EQUIPMENT,30.0,151.0,EUR,no,,Portugal,2020-06-01,https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/,6643902,,Pneumology tests,151.0,4530.0
