Original name of the product,Product category,amount,unit price,currency,price including taxes,tax rate (%),country,date,source,tender ref,note,description_EN
Vienkartinės pirštinės (Nenurodyta),Medical gloves,15000000,0.04,EUR,yes,,Lithuania,2020-03-20,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004460606,,Disposable gloves (Not specified)
Vienkartiniai antbačiai (Nenurodyta),Boots,3600000,0.08,EUR,yes,,Lithuania,2020-03-20,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004460606,,Disposable booties (Not specified)
Vienkartiniai kombinezonai (Nenurodyta),Disposable Coverall,10000,6.897,EUR,yes,,Lithuania,2020-04-06,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004460754,,Disposable overalls (Not specified)
Vienkartinės pirštinės (Lateksinės),Medical gloves,25000,0.045859000000000004,EUR,yes,,Lithuania,2020-04-03,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004462272,,Disposable gloves (Latex)
Pirštinės (Nitrilinės),Medical gloves,200,1.11925,EUR,yes,,Lithuania,2020-04-03,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004462272,,Gloves (Nitrile)
Ploviklis dezinfekcijai (Nenurodyta),Disinfectants,70,2.9645,EUR,yes,,Lithuania,2020-04-03,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004462272,,Detergent for disinfection (Not specified)
Chalatai (Nenurodyta),Hospital clothing,10000,2.94,EUR,yes,,Lithuania,2020-04-02,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004463583,,Bathrobes (Not Specified)
Kombinezonas (Polipropilenas),Disposable Coverall,1000,11.979000000000001,EUR,yes,,Lithuania,2020-04-06,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004463940,,Overall (Polypropylene)
Vienkartiniai chalatai (Nesterilūs),Hospital clothing,50000,0.4725,EUR,yes,,Lithuania,2020-03-12,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004464662,,Disposable Bathrobes (Non-Sterile)
Kombinezonas (Nenurodyta),Disposable Coverall,660,18.15,EUR,yes,,Lithuania,2020-03-20,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004464667,,Overall (Not specified)
Apsauginiai akiniai (Nenurodyta),Goggles,1000,8.43,EUR,yes,,Lithuania,2020-04-07,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004464953,,Safety goggles (Not specified)
Apsauginiai akiniai (Nenurodyta),Goggles,3000,3.751,EUR,yes,,Lithuania,2020-03-26,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004456751,,Safety goggles (Not specified)
Apsauginiai kombinezonai (Nenurodyta),Disposable Coverall,490,11.495,EUR,yes,,Lithuania,2020-04-01,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004458225,,Protective coveralls (Not specified)
Vienkartiniai kombinezonai (Nenurodyta),Disposable Coverall,1460,5,EUR,yes,,Lithuania,2020-04-07,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004464972,,Disposable overalls (Not specified)
Kombinezonas (Nenurodyta),Disposable Coverall,500,16.698,EUR,yes,,Lithuania,2020-04-08,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004466822,,Overall (Not specified)
Kombinezonas (Nenurodyta),Disposable Coverall,200,30.25,EUR,yes,,Lithuania,2020-04-08,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004466188,,Overall (Not specified)
Pirštinės (Nitrilinės),Medical gloves,20000,0.898425,EUR,yes,,Lithuania,2020-04-09,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004467013,,Gloves (Nitrile)
Apsauginės veido kaukės (respiratoriai) (FFP2),FFP2,500,8.3127,EUR,yes,,Lithuania,2020-04-10,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004467006,,Protective face masks (respirators) (FFP2)
Vienkartinis kombinezonas (Nenurodyta),Disposable coverall,750,13.34,EUR,yes,,Lithuania,2020-04-09,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004466469,,Disposable Coverall (Not Specified)
Apsauginės veido kaukės (respiratoriai) (FFP2),FFP2,3000,1.35,EUR,yes,,Lithuania,2020-03-20,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004467066,,Protective face masks (respirators) (FFP2)
Apsauginiai akiniai (Nenurodyta),Goggles,300,3.28,EUR,yes,,Lithuania,2020-03-20,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004467066,,Safety goggles (Not specified)
Apsauginiai kostiumai (Nenurodyta),Disposable Coverall,1000,11.28,EUR,yes,,Lithuania,2020-03-20,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004467066,,Protective suits (Not specified)
Kombinezonas (Nenurodyta),Disposable Coverall,500,2.69,EUR,yes,,Lithuania,2020-03-20,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004467066,,Overall (Not specified)
Vienkartiniai chalatai (Nenurodyta),Hospital clothing,15000,1.785,EUR,yes,,Lithuania,2020-03-17,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004467254,,Disposable Bathrobes (Not Specified)
Vienkartinės pirštinės (Nitrilinės),Medical gloves,10000,1.573,EUR,yes,,Lithuania,2020-03-30,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004467498,,Disposable gloves (Nitrile)
Vienkartinės kaukės (3 sluoksnių),Mask (unspecified),15000,0.6,EUR,yes,,Lithuania,2020-04-10,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004468447,,Disposable masks (3 layers)
Vienkartinės kaukės (3 sluoksnių),Mask (unspecified),12000,0.6413,EUR,yes,,Lithuania,2020-04-10,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004468417,,Disposable masks (3 layers)
Apsauginiai kostiumai (Nenurodyta),Disposable Coverall,3700,10.769,EUR,yes,,Lithuania,2020-04-10,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004467966,,Protective suits (Not specified)
Vienkartinės kaukės (FFP2),FFP2,2000,5.2,EUR,yes,,Lithuania,2020-03-30,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004467844,,Disposable masks (FFP2)
Apsauginiai kostiumai (Nenurodyta),Disposable Coverall,3700,10.77,EUR,yes,,Lithuania,2020-04-08,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004465176,,Protective suits (Not specified)
Vienkartinis kombinezonas (Nenurodyta),Disposable coverall,500,13.31,EUR,yes,,Lithuania,2020-04-10,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004469739,,Disposable Coverall (Not Specified)
Vienkartinės pirštinės (Nenurodyta),Medical gloves,164000,0.092,EUR,yes,,Lithuania,2020-04-02,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004470788,,Disposable gloves (Not specified)
Apsauginiai akiniai (Nenurodyta),Goggles,2900,4.8279,EUR,yes,,Lithuania,2020-04-15,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004470052,,Safety goggles (Not specified)
Apsauginės veido kaukės (respiratoriai) (FFP2),FFP2,4000,5.808,EUR,yes,,Lithuania,2020-04-10,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004470790,,Protective face masks (respirators) (FFP2)
Akiniai (Nenurodyta),,451,1.1737,EUR,yes,,Lithuania,2020-04-10,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004470790,,Glasses (Not specified)
Akiniai (Nenurodyta),,99,2.178,EUR,yes,,Lithuania,2020-04-10,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004470790,,Glasses (Not specified)
Kombinezonas (Nenurodyta),Disposable Coverall,1800,6.2315000000000005,EUR,yes,,Lithuania,2020-04-10,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004470790,,Overall (Not specified)
Pirštinės (Nenurodyta),Medical gloves,47500,0.19057500000000002,EUR,yes,,Lithuania,2020-04-10,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004470790,,Gloves (Not specified)
Pirštinės (Nenurodyta),Medical gloves,1000,0.16758499999999998,EUR,yes,,Lithuania,2020-04-10,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004470790,,Gloves (Not specified)
Pirštinės (Lateksinės),Medical gloves,6,10.285,EUR,yes,,Lithuania,2020-04-10,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004470790,,Gloves (Latex)
Apdangalai (Nenurodyta),,6,3.146,EUR,yes,,Lithuania,2020-04-10,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004470790,,Covers (Not Specified)
Chalatai (Nenurodyta),Hospital clothing,29400,3.32,EUR,yes,,Lithuania,2020-04-08,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004465215,,Bathrobes (Not Specified)
Akiniai (Nenurodyta),,1000,8.47,EUR,yes,,Lithuania,2020-04-14,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004472169,,Glasses (Not specified)
Veido skydelis (Nenurodyta),Face shield,1000,6.53,EUR,yes,,Lithuania,2020-04-14,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004472169,,Face Shield (Not Specified)
Vienkartiniai kombinezonai (Nenurodyta),Disposable Coverall,500,7.018,EUR,yes,,Lithuania,2020-03-30,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004471585,,Disposable overalls (Not specified)
Antbačiai (Nenurodyta),Boots,600,0.605,EUR,yes,,Lithuania,2020-03-30,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004471585,,Boots (Not specified)
Apsauginės veido kaukės (respiratoriai) (FFP3),FFP3,400,15.125,EUR,yes,,Lithuania,2020-03-31,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004471807,,Protective face masks (respirators) (FFP3)
Apsauginiai kostiumai (Nenurodyta),Disposable Coverall,500,13.9,EUR,yes,,Lithuania,2020-04-07,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004471898,,Protective suits (Not specified)
Bachilai (Nenurodyta),,1200,0.29,EUR,yes,,Lithuania,2020-04-07,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004471898,,Bachillas (Not specified)
Vienkartinės pirštinės (Nitrilinės),Medical gloves,7200,0.1452,EUR,yes,,Lithuania,2020-04-07,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004471898,,Disposable gloves (Nitrile)
Apsauginės veido kaukės (respiratoriai) (Nenurodyta),Mask (unspecified),1000,9.92,EUR,yes,,Lithuania,2020-03-17,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004473277,,Protective face masks (respirators) (Not specified)
Apsauginės veido kaukės (respiratoriai) (FFP3),FFP3,1000,4.97,EUR,yes,,Lithuania,2020-04-15,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004473521,,Protective face masks (respirators) (FFP3)
Apsauginiai kombinezonai (Nenurodyta),Disposable Coverall,2400,11.858,EUR,yes,,Lithuania,2020-04-16,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004472949,,Protective coveralls (Not specified)
Apsauginiai kombinezonai (Nenurodyta),Disposable Coverall,2000,6.09,EUR,yes,,Lithuania,2020-04-20,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004473805,,Protective coveralls (Not specified)
Apsauginiai akiniai (Nenurodyta),Goggles,2780,6.292,EUR,yes,,Lithuania,2020-04-21,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004473941,,Safety goggles (Not specified)
Apsauginiai kostiumai (Nenurodyta),Disposable Coverall,125,5.445,EUR,yes,,Lithuania,2020-04-06,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004473775,,Protective suits (Not specified)
Apsauginiai kostiumai (Nenurodyta),Disposable Coverall,24,4.8279000000000005,EUR,yes,,Lithuania,2020-04-06,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004473775,,Protective suits (Not specified)
Apsauginiai kostiumai (Nenurodyta),Disposable Coverall,10,5.445,EUR,yes,,Lithuania,2020-04-06,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004473775,,Protective suits (Not specified)
Apsauginiai kostiumai (Nenurodyta),Disposable Coverall,3,5.445,EUR,yes,,Lithuania,2020-04-06,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004473775,,Protective suits (Not specified)
Apsauginiai kostiumai (Nenurodyta),Disposable Coverall,3,6.1831000000000005,EUR,yes,,Lithuania,2020-04-06,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004473775,,Protective suits (Not specified)
Apsauginiai kostiumai (Nenurodyta),Disposable Coverall,3,18.15,EUR,yes,,Lithuania,2020-04-06,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004473775,,Protective suits (Not specified)
Dulkiu filtras (Nenurodyta),,44,5.445,EUR,yes,,Lithuania,2020-04-06,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004473775,,Dust filter (Not specified)
Filtras (Nenurodyta),,22,8.107,EUR,yes,,Lithuania,2020-04-06,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004473775,,Filter (Not Specified)
Komb. filtras (Nenurodyta),,32,9.801,EUR,yes,,Lithuania,2020-04-06,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004473775,,Comb. filter (Not specified)
Komb. filtras (Nenurodyta),,84,10.8295,EUR,yes,,Lithuania,2020-04-06,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004473775,,Comb. filter (Not specified)
Komb. filtras (Nenurodyta),,17,10.8295,EUR,yes,,Lithuania,2020-04-06,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004473775,,Comb. filter (Not specified)
Puskaukė (Nenurodyta),Mask (unspecified),2,30.25,EUR,yes,,Lithuania,2020-04-06,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004473775,,Half Mask (Not Specified)
Puskaukė (Nenurodyta),Mask (unspecified),21,30.25,EUR,yes,,Lithuania,2020-04-06,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004473775,,Half Mask (Not Specified)
Puskaukė (Nenurodyta),Mask (unspecified),17,45.98,EUR,yes,,Lithuania,2020-04-06,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004473775,,Half Mask (Not Specified)
Apsauginės veido kaukės (respiratoriai) (Nenurodyta),Mask (unspecified),20000,1.35,EUR,yes,,Lithuania,2020-03-02,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004452233,,Protective face masks (respirators) (Not specified)
Vienkartinės veido kaukės (Nenurodyta),Mask (unspecified),50000,0.32,EUR,yes,,Lithuania,2020-03-02,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004452233,,Disposable Face Masks (Not Specified)
Apsauginiai akiniai (Nenurodyta),Goggles,20000,3.28,EUR,yes,,Lithuania,2020-03-02,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004452233,,Safety goggles (Not specified)
Vienkartiniai dangteliai (Nenurodyta),Hair caps,20000,0.08,EUR,yes,,Lithuania,2020-03-02,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004452233,,Disposable caps (Not specified)
Apsauginiai kostiumai (Nenurodyta),Disposable Coverall,50000,2.69,EUR,yes,,Lithuania,2020-03-02,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004452233,,Protective suits (Not specified)
Vienkartiniai apsauginiai drabužiai (Nenurodyta),,20000,11.28,EUR,yes,,Lithuania,2020-03-02,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004452233,,Disposable protective clothing (Not specified)
Vienkartinės pirštinės (Nenurodyta),Medical gloves,100000,0.04,EUR,yes,,Lithuania,2020-03-02,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004452233,,Disposable gloves (Not specified)
Antbačiai (Nenurodyta),Boots,50000,0.08,EUR,yes,,Lithuania,2020-03-02,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004452233,,Boots (Not specified)
Vienkartinės kaukės (3 sluoksnių),Mask (unspecified),20000,0.655,EUR,yes,,Lithuania,2020-03-19,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004460441,,Disposable masks (3 layers)
Vienkartiniai kostiumai (Nenurodyta),Disposable Coverall,2839,7.245,EUR,yes,,Lithuania,2020-04-22,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004476212,,Disposable Suits (Not Specified)
Apsauginės veido kaukės (respiratoriai) (FFP3),FFP3,500,14.157,EUR,yes,,Lithuania,2020-04-17,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004475299,,Protective face masks (respirators) (FFP3)
Vienkartinės kaukės (Nenurodyta),Mask (unspecified),10000,0.7744,EUR,yes,,Lithuania,2020-03-20,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004475320,,Disposable masks (Not specified)
Kombinezonas (Nenurodyta),Disposable Coverall,3000,7.99,EUR,yes,,Lithuania,2020-03-26,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004452858,,Overall (Not specified)
Apsauginės veido kaukės (respiratoriai) (FFP2),FFP2,500,4.7916,EUR,yes,,Lithuania,2020-03-30,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004460445,,Protective face masks (respirators) (FFP2)
Vienkartinės kaukės (Nenurodyta),Mask (unspecified),5000,0.6615,EUR,yes,,Lithuania,2020-03-30,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004460445,,Disposable masks (Not specified)
Vienkartinės kaukės (Nenurodyta),Mask (unspecified),60000,0.5775,EUR,yes,,Lithuania,2020-04-20,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004476055,,Disposable masks (Not specified)
Vienkartiniai chalatai (Nenurodyta),Hospital clothing,1000,5.445,EUR,yes,,Lithuania,2020-04-06,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004463288,,Disposable Bathrobes (Not Specified)
Antbačiai (Nenurodyta),Boots,2000,0.4719,EUR,yes,,Lithuania,2020-04-06,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004463288,,Boots (Not specified)
Vienkartinės pirštinės (Nenurodyta),Medical gloves,282000,0.64,EUR,yes,,Lithuania,2020-03-26,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004475807,,Disposable gloves (Not specified)
Apsauginiai akiniai (Nenurodyta),Goggles,3000,37,EUR,yes,,Lithuania,2020-03-26,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004475807,,Safety goggles (Not specified)
Termometrai (Nenurodyta),thermometer,400,235,EUR,yes,,Lithuania,2020-03-26,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004475807,,Thermometers (Not Specified)
Apsauginiai kostiumai (Nenurodyta),Disposable Coverall,5000,100,EUR,yes,,Lithuania,2020-03-26,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004475807,,Protective suits (Not specified)
Vienkartinės kaukės (Nenurodyta),Mask (unspecified),40000,2.5,EUR,yes,,Lithuania,2020-03-26,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004475807,,Disposable masks (Not specified)
Apsauginės veido kaukės (respiratoriai) (Nenurodyta),Mask (unspecified),250000,12,EUR,yes,,Lithuania,2020-03-26,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004475807,,Protective face masks (respirators) (Not specified)
Chalatai (Nenurodyta),Hospital clothing,1500,12.88,EUR,yes,,Lithuania,2020-01-24,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004438308,,Bathrobes (Not Specified)
Apsauginės veido kaukės (respiratoriai) (FFP2),FFP2,1200,3.675,EUR,yes,,Lithuania,2020-03-13,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004461174,,Protective face masks (respirators) (FFP2)
Apsauginės veido kaukės (respiratoriai) (FFP3),FFP3,600,4.5,EUR,yes,,Lithuania,2020-03-13,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004461174,,Protective face masks (respirators) (FFP3)
Kombinezonas (Nenurodyta),Disposable Coverall,4500,17.85,EUR,yes,,Lithuania,2020-03-23,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004461221,,Overall (Not specified)
Kombinezonas (Nenurodyta),Disposable Coverall,5000,11.025,EUR,yes,,Lithuania,2020-04-13,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004468853,,Overall (Not specified)
Chalatai (Nenurodyta),Hospital clothing,350,13.975514285714286,EUR,yes,,Lithuania,2020-04-14,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004468857,,Bathrobes (Not Specified)
Vienkartinės kaukės (FFP2/KN95),FFP2,2200,5.445,EUR,yes,,Lithuania,2020-04-20,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004476485,,Disposable masks (FFP2 / KN95)
Apsauginės veido kaukės (respiratoriai) (FFP2),FFP2,2000,4.356,EUR,yes,,Lithuania,2020-04-22,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004476435,,Protective face masks (respirators) (FFP2)
Pirštinės (Nenurodyta),Medical gloves,21000,0.2541,EUR,yes,,Lithuania,2020-04-17,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004477339,,Gloves (Not specified)
Pirštinės (Nenurodyta),Medical gloves,19000,0.2541,EUR,yes,,Lithuania,2020-04-17,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004477339,,Gloves (Not specified)
Pirštinės (Nenurodyta),Medical gloves,100000,0.1331,EUR,yes,,Lithuania,2020-04-24,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004478069,,Gloves (Not specified)
  Vienkartinės pirštinės (Nenurodyta),Medical gloves,163800,0.1699,EUR,yes,,Lithuania,2020-04-24,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004477969,,Disposable gloves (Not specified)
Vienkartinės pirštinės (Nitrilinės),Medical gloves,4200,0.042350000000000006,EUR,yes,,Lithuania,2020-04-23,https://vpt.lrv.lt/lt/statistika-ir-analize/sutarciu-duomenys,2004477415,,Disposable gloves (Nitrile)
